chart,difficulty,difficulty_level,song_title_eng,song_title_jpn,cluster,total_notes,bpm,duration_seconds,pca_x,pca_y
15_normal.svg,normal,12,drop pop candy,drop pop candy,0,322,130.0,106.0,-2.111153816139062,-0.2949487138349137
95_normal.svg,normal,12,Ifuudoudou,威風堂々,0,326,130.0,145.0,-2.1343619168205628,-0.28447304618571956
603_normal.svg,normal,12,,ドレミファロンド,0,331,125.0,130.0,-2.0497954572418196,-0.6015123777475384
148_normal.svg,normal,12,ray,ray,0,333,132.0,131.0,-2.176281242561127,-0.15069861555800093
655_normal.svg,normal,12,,リリィララ,0,335,130.0,123.0,-2.244382839766714,-0.2320588952917682
403_normal.svg,normal,12,TSUGAIKOGARASHI,番凩,0,336,109.0,125.0,-2.3134740265626257,-1.3226252522506132
629_normal.svg,normal,12,,8.32,0,337,110.0,121.0,-2.691978573201979,-1.0777165052338231
239_normal.svg,normal,12,Moonlight,月光,0,347,109.0,157.0,-2.7171160188963603,-1.1121152307385846
266_normal.svg,normal,12,YY,YY,0,349,123.0,144.0,-2.3502044363959023,-0.5521354249824251
497_normal.svg,normal,12,Blazing,烈火,0,354,132.0,139.0,-2.2145151503898304,-0.13153336211266087
172_normal.svg,normal,12,Happy Halloween,Happy Halloween,0,357,120.0,123.0,-2.1683202334008884,-0.7895845339678101
92_normal.svg,normal,12,Otome Dissection,乙女解剖,0,359,134.0,111.0,-1.972947067939611,-0.14120015587920184
393_normal.svg,normal,12,Un-Lock,Un-Lock,0,366,130.0,139.0,-2.1116580403557634,-0.28963428806542346
274_normal.svg,normal,12,"Even so, It's OK",それでもいいんだよ,0,367,132.0,128.0,-1.907912965548194,-0.2918347488540508
446_normal.svg,normal,12,O-Barcode,オーバーコード,0,369,120.0,160.0,-2.4436085048917824,-0.6621491155634232
279_normal.svg,normal,12,This is the Happiness and Peace of Mind Committee,こちら、幸福安心委員会です。,0,371,128.0,146.0,-2.1397195640320867,-0.38632165635913757
517_normal.svg,normal,12,merry-go-round,メリーゴーラウンド,0,375,116.0,138.0,-2.367411183743231,-0.9114218481780845
181_normal.svg,normal,12,"Love Me, Love Me, Love Me",愛して愛して愛して,0,377,115.0,130.0,-2.452788322818459,-0.9231294344475522
297_normal.svg,normal,12,p.h.,p.h.,0,391,132.0,111.0,-1.994106043080958,-0.3703631141771227
202_normal.svg,normal,12,Q,Q,0,395,118.0,130.0,-2.089572111678252,-0.9407225758005868
444_normal.svg,normal,12,syndrome,心泥夢(syndrome),0,396,123.0,161.0,-2.0103764685499423,-0.7127032118640897
194_normal.svg,normal,12,DSCF,妄想感傷代償連盟,0,397,110.0,141.0,-2.4807009586259663,-1.1722030484176118
41_normal.svg,normal,12,Sweet Magic,スイートマジック,0,399,123.0,149.0,-2.07838531443523,-0.6673976024295246
76_normal.svg,normal,12,SEKAI,セカイ,0,400,133.0,112.0,-1.9194569119636469,-0.21666251255102248
322_normal.svg,normal,12,Uninterrupted Indigo,絶え間なく藍色,0,403,125.0,143.0,-2.006298523717297,-0.6074160397445318
343_normal.svg,normal,12,Snowman,スノーマン,0,403,127.0,144.0,-2.1408663090119404,-0.4327984833894462
153_normal.svg,normal,12,Miku,Miku,0,405,128.0,155.0,-2.0461656933142676,-0.42260907606258424
377_normal.svg,normal,12,Kiss the Villain,悪役にキスシーンを,0,413,124.0,154.0,-2.1878348564679193,-0.5704152042506839
604_normal.svg,normal,12,,Packaged,0,439,125.0,129.0,-2.0770326114943547,-0.5720171980689802
336_normal.svg,normal,12,Be The MUSIC!,Be The MUSIC!,0,446,128.0,155.0,-1.9111104223100335,-0.48166117484775084
232_normal.svg,normal,12,blue paint,青色絵具,0,446,126.0,156.0,-1.9303952505441786,-0.5847754699491835
342_normal.svg,normal,12,Blue Star,Blue Star,0,448,132.0,147.0,-1.9573681696970548,-0.2597763691086496
312_normal.svg,normal,12,kokoro,ココロ,0,453,125.0,141.0,-1.9351859017056716,-0.6458544686808803
326_normal.svg,normal,12,Tenshi no Tsubasa。,天使の翼。,0,476,125.0,169.0,-1.7988890469154615,-0.7049084221962738
441_normal.svg,normal,13,Yoidore Shirazu,酔いどれ知らず,0,240,115.0,136.0,-2.778014787458354,-0.7758750066992781
540_normal.svg,normal,13,,虚無さん,0,251,115.0,94.0,-2.540061385847502,-0.8920954698396093
300_normal.svg,normal,13,Samsa,ザムザ,0,251,121.0,114.0,-2.480367925527791,-0.6057495049939657
505_normal.svg,normal,13,Call Boy,コールボーイ,0,279,109.0,124.0,-2.8090314511775305,-1.074681842324439
565_normal.svg,normal,13,,夏に透明,0,288,128.0,121.0,-2.1099933871770395,-0.41137025321867243
493_normal.svg,normal,13,Kyou mo harebare,きょうもハレバレ,0,290,134.0,121.0,-2.1616222686645328,-0.06364224624123407
201_normal.svg,normal,13,At God's Mercy,神のまにまに,0,300,135.0,133.0,-2.1787316508891803,0.006263636090189738
667_normal.svg,normal,13,,㋰責任集合体,0,313,135.0,121.0,-2.066251909054797,-0.05354263663298789
398_normal.svg,normal,13,Beyond the way,Beyond the way,0,313,125.0,116.0,-2.2484728518976733,-0.48963371849376874
542_normal.svg,normal,13,Blackjack,Blackjack,0,321,114.0,130.0,-2.5884142156677514,-0.9129911479595283
430_normal.svg,normal,13,"""Hmm,Ah,Ah.""",『んっあっあっ。』,0,338,123.0,128.0,-2.2650679132770555,-0.595258634971315
495_normal.svg,normal,13,Super Hero,スーパーヒーロー,0,338,132.0,115.0,-2.0600052232850965,-0.21072199069535757
628_normal.svg,normal,13,,モニタリング,0,342,132.0,133.0,-2.1715506884305023,-0.15688240104837822
429_normal.svg,normal,13,Hug,はぐ,0,348,120.0,129.0,-2.2039556938947897,-0.7834955886786306
272_normal.svg,normal,13,Gehenna,ジェヘナ,0,352,128.0,153.0,-2.108784080569794,-0.40268903505502013
43_normal.svg,normal,13,NEXT NEST,ネクストネスト,0,366,128.0,127.0,-2.010950078494924,-0.43787023451606083
123_normal.svg,normal,13,dreamin chuchu,どりーみんチュチュ,0,367,128.0,140.0,-2.1114450782909575,-0.4019832018225291
143_normal.svg,normal,13,Traffic jam,トラフィック・ジャム,0,371,130.0,129.0,-2.0965719930841553,-0.29519572842009895
102_normal.svg,normal,13,Ghost City Tokyo,幽霊東京,0,375,124.0,133.0,-2.0219116214820083,-0.6537570605476439
433_normal.svg,normal,13,Play-With-Fire,ヒアソビ,0,382,134.0,132.0,-2.102037600270967,-0.07831634672823025
334_normal.svg,normal,13,Vampire's ∞ pathoS,Vampire's ∞ pathoS,0,401,134.0,124.0,-1.9031337442955305,-0.17545540808992416
197_normal.svg,normal,13,Last Score,ラストスコア,0,401,134.0,142.0,-1.7628103244707853,-0.24346381480765994
205_normal.svg,normal,13,Odo,踊,0,409,128.0,141.0,-1.8056880895380525,-0.5456093251509034
203_normal.svg,normal,13,Tricologe,トリコロージュ,0,411,130.0,125.0,-1.8409018778678685,-0.4182094818913505
352_normal.svg,normal,14,It's just life,命ばっかり,0,356,128.0,130.0,-2.095971826795718,-0.40574420433890734
81_normal.svg,normal,14,Yobanashi Deceive,夜咄ディセイブ,0,424,130.0,140.0,-1.827574740273093,-0.4193679015773107
564_hard.svg,hard,16,The Light That Dwells Here,そこに在る、光。,0,301,132.0,97.0,-2.0616921201189715,-0.2117731174604085
607_hard.svg,hard,16,,回る空うさぎ,0,402,120.0,132.0,-2.222437632897011,-0.7592554711053144
539_hard.svg,hard,16,,イレヴンス,0,419,128.0,98.0,-1.8076988808270835,-0.655821020729921
394_hard.svg,hard,16,Bottle Cake,ボトルケーキ,0,450,107.0,115.0,-2.0209136251718736,-1.5491392093315857
155_hard.svg,hard,16,Heartbeat #0822,心拍数♯0822,0,501,114.0,123.0,-1.9457718488795928,-1.210159805924656
577_hard.svg,hard,17,Smile Symphony,スマイル*シンフォニー,0,360,122.0,94.0,-1.97766631951921,-0.7736773066653799
52_hard.svg,hard,17,Becoming Potatoes,potatoになっていく,0,400,116.0,107.0,-2.0492016541904863,-1.0513510994882223
594_hard.svg,hard,17,,Call!!,0,413,108.0,102.0,-2.2173262106759544,-1.4006087026878873
513_hard.svg,hard,17,,CH4NGE,0,417,115.0,135.0,-2.0669811552474306,-1.0978732272499847
571_hard.svg,hard,17,,偽物人間40号,0,454,112.0,127.0,-2.044397793176414,-1.3533146174090982
505_hard.svg,hard,17,Call Boy,コールボーイ,0,461,109.0,124.0,-1.9737123258636193,-1.4523596906662175
629_hard.svg,hard,17,,8.32,0,476,110.0,121.0,-2.060156166685503,-1.36930116397043
111_hard.svg,hard,18,Cutlery,カトラリー,0,459,108.0,111.0,-1.9652138927314686,-1.5128101155969584
483_hard.svg,hard,19,A Word,アコトバ,0,475,125.0,130.0,-1.8867810583978952,-0.6541626036947547
47_hard.svg,hard,17,Melt,メルト,1,1056,170.0,182.0,1.5515167043308362,0.11126990057252435
301_hard.svg,hard,18,My love is Hellfire,私の恋はヘルファイア,1,1184,200.0,150.0,2.396054454118543,1.1667796551102345
357_hard.svg,hard,19,Blue Planet,ブループラネット,1,962,186.0,136.0,1.6145114774802016,0.9267673712658555
285_hard.svg,hard,19,ÅMARA(The Great Intelligence),ÅMARA(大未来電脳),1,1031,170.5,154.0,1.896704745519001,-0.4063370407150443
402_expert.svg,expert,23,Envy Baby,エンヴィーベイビー,1,969,171.0,137.0,1.4779668856296382,0.22866714182609726
267_expert.svg,expert,23,Kashika,仮死化,1,1019,184.0,132.0,2.0310920686714438,0.6259911642141011
282_expert.svg,expert,23,Hoshizora Orchestra,星空オーケストラ,1,1057,200.0,124.0,2.3368383142396194,1.3400184467498524
487_hard.svg,hard,23,ARE YOU OK?,ダイジョブですか？,1,1073,204.5,127.0,2.4817500886286328,1.4166956707315288
365_expert.svg,expert,23,Love is War,恋は戦争,1,1081,175.0,143.0,1.7437464186529337,0.2838989591659088
488_hard.svg,hard,23,Memoria,メモリア,1,1324,205.0,160.0,3.043745259329792,1.2923596290929311
117_expert.svg,expert,24,ODDS&ENDS,ODDS＆ENDS,1,739,192.0,93.0,1.796955427770968,1.1452008850438475
566_expert.svg,expert,24,,パンダヒーロー,1,820,190.0,100.0,1.6752529340810514,1.1101362122161091
347_expert.svg,expert,24,The Tailor of Enbizaka,円尾坂の仕立屋,1,842,180.0,120.0,1.684310156835637,0.5791019282973784
240_expert.svg,expert,24,Dance orchestra,踊れオーケストラ,1,845,180.0,109.0,1.310662299728844,0.7667813350590064
121_expert.svg,expert,24,Romeo & Cinderella,ロミオとシンデレラ,1,856,170.0,114.0,1.5508839184729508,0.106128195273984
677_expert.svg,expert,24,,アベリア,1,865,183.0,120.0,1.565907343333638,0.802711853162646
635_expert.svg,expert,24,,ありのままのストーリーを,1,892,181.0,108.0,1.7961008202534667,0.5703942482065638
530_expert.svg,expert,24,Cat Food,キャットフード,1,895,174.0,122.0,1.6142051379061555,0.2942901980234375
465_hard.svg,hard,24,JOUOU,嬢王,1,994,175.0,143.0,1.7106281850873926,0.31698255877413295
359_expert.svg,expert,24,Namo Naki Kakumei,名も無き革命,1,995,185.0,122.0,2.306151179562726,0.4507075406217385
179_expert.svg,expert,24,Roshin Yuukai (meltdown),炉心融解,1,998,165.0,123.0,2.0156056566661995,-0.3822735290614151
271_expert.svg,expert,24,AttaKAITO,あったかいと,1,1026,178.0,148.0,1.8775903016099489,0.39701303730389703
195_expert.svg,expert,24,PaⅢ.SENSATION,PaⅢ.SENSATION,1,1032,180.0,133.0,2.620846239586803,0.14270587596566778
204_expert.svg,expert,24,Usseewa,うっせぇわ,1,1035,178.0,136.0,1.838790255859756,0.41790023102734963
257_expert.svg,expert,24,SHOW OFF,てらてら,1,1035,190.0,135.0,2.1533449595787526,0.9053856979332796
277_expert.svg,expert,24,phony,フォニイ,1,1064,170.0,144.0,2.237501763611592,-0.1929344933549837
395_expert.svg,expert,24,Summertime Record,サマータイムレコード,1,1107,178.0,149.0,2.006897250807083,0.3309983187631199
346_expert.svg,expert,24,"Ah, It's a Wonderful Cat Life",嗚呼、素晴らしきニャン生,1,1125,194.0,150.0,2.725127788046875,0.8362452334592435
331_expert.svg,expert,24,39,39,1,1139,175.0,143.0,2.09545602003531,0.12815619574340725
264_expert.svg,expert,25,Parasol Cider,パラソルサイダー,1,796,176.0,91.0,1.2100741407304905,0.5912828800316918
529_expert.svg,expert,25,culture,カルチャ,1,797,172.0,109.0,1.6955158457266017,0.13978842860285415
160_expert.svg,expert,25,Showtime Ruler,ショウタイム・ルーラー,1,819,204.0,108.0,2.3512747119305715,1.5187997773899988
544_expert.svg,expert,25,mousou aspartame,妄想アスパルテーム,1,828,170.0,119.0,1.1063145100807878,0.3301516973309041
38_expert.svg,expert,25,BURIKI NO DANCE,ブリキノダンス,1,852,172.0,99.0,2.100707784560879,-0.03704723330462393
397_expert.svg,expert,25,filament fever,フィラメントフィーバー,1,864,171.5,114.0,1.6668348465921772,0.09623248004407858
278_expert.svg,expert,25,Bad ∞ End ∞ Night,Bad ∞ End ∞ Night,1,875,168.0,118.0,1.621864608967928,-0.06580411928438559
637_expert.svg,expert,25,,笑えたらえーやん！,1,878,174.0,124.0,1.5538090438176224,0.32815648145891263
103_expert.svg,expert,25,NIJIIRO STORIES,ニジイロストーリーズ,1,881,172.5,121.0,1.403079570709568,0.2763322236090017
125_expert.svg,expert,25,Bocca della Verità,ボッカデラベリタ,1,884,170.0,117.0,1.52936231147417,0.13810033403026348
221_expert.svg,expert,25,MATORYOSHKA,マトリョシカ,1,887,205.0,106.0,2.36954230113235,1.5775138871562777
63_expert.svg,expert,25,needLe,needLe,1,889,190.0,114.0,1.6728208564086449,1.1200566674336943
515_expert.svg,expert,25,Medicine,イガク,1,892,170.0,120.0,1.4228641454794717,0.18053024806234513
401_expert.svg,expert,25,manimani,まにまに,1,893,174.0,113.0,1.6730421017932875,0.2278852462559351
366_expert.svg,expert,25,NEO,NEO,1,939,190.0,126.0,2.123575238212927,0.8974600506144557
439_expert.svg,expert,25,KLY,一千光年,1,941,192.0,116.0,1.9369451555402397,1.1103611199900825
445_expert.svg,expert,25,Twilight Melody,Twilight Melody,1,943,165.0,136.0,1.7264016628585506,-0.237061803384382
541_expert.svg,expert,25,Main Character,メインキャラクター,1,951,192.0,115.0,2.1142788001107644,1.0091147760728791
499_expert.svg,expert,25,,混沌ブギ,1,962,190.0,124.0,2.2415430225130972,0.8494933524806452
512_expert.svg,expert,25,Synthesize You,合成するミライ,1,969,170.0,135.0,1.207628535484941,0.3004039030657744
85_expert.svg,expert,25,Leia - Remind,Leia - Remind,1,970,190.0,130.0,2.2447633826779216,0.8411346985473735
210_expert.svg,expert,25,Rain and Petra,雨とペトラ,1,976,195.0,125.0,2.7947690140344443,0.8462010969345743
120_expert.svg,expert,25,Do not go,いかないで,1,977,191.0,115.0,2.1808016638426055,0.9426686717531383
116_expert.svg,expert,25,IDSMILE,アイディスマイル,1,985,171.0,135.0,1.8398172713889462,0.036595269514273845
138_expert.svg,expert,25,KING,KING,1,1002,166.0,135.0,1.4788652693005888,-0.10101004721877849
159_expert.svg,expert,25,STAGE OF SEKAI,STAGE OF SEKAI,1,1005,190.0,121.0,1.8999075785284019,0.9845273432087901
420_expert.svg,expert,25,imaginary love story,imaginary love story,1,1019,175.0,128.0,1.7387539394062168,0.22930222018900262
472_expert.svg,expert,25,SEIBAIITAAAAASU!,成敗いたAAAAAす！,1,1022,180.0,133.0,2.4064453691032894,0.1670788054413318
129_expert.svg,expert,25,Bitter Choco Decoration,ビターチョコデコレーション,1,1059,174.0,128.0,2.430209507297423,-0.0683549186621438
18_expert.svg,expert,25,Night Sky Patrol of Tomorrow,アスノヨゾラ哨戒班,1,1073,185.0,128.0,2.039017634274586,0.6552826426041831
303_expert.svg,expert,25,Rin-chan Now!,リンちゃんなう！,1,1098,200.0,148.0,2.4000933154913513,1.3386745065300947
316_expert.svg,expert,25,One Sheep,ひつじがいっぴき,1,1120,200.0,129.0,2.6993484767342775,1.1720503560296556
243_expert.svg,expert,25,Calc.,Calc.,1,1126,173.0,144.0,1.8487267773775136,0.1522066910006355
591_expert.svg,expert,25,,吉原ラメント 再来盤,1,1135,192.0,136.0,1.8774422125733308,1.1489421355281166
236_expert.svg,expert,25,Voices,Voices,1,1144,190.0,124.0,1.9176182041145713,1.019884525254519
298_expert.svg,expert,25,ONLINE GAME ADDICTS SPRECHCHOR,ネトゲ廃人シュプレヒコール,1,1156,175.0,148.0,2.538349497996961,-0.06372795033219289
425_expert.svg,expert,25,Cool Me Down,Cool Me Down,1,1159,174.0,149.0,1.6070618043579499,0.33297663650376047
337_expert.svg,expert,25,METEOR,METEOR,1,1160,170.0,139.0,1.977828581607328,-0.060137455608202724
230_expert.svg,expert,25,Salamander,サラマンダー,1,1186,172.0,157.0,1.6869065996134758,0.20618134827950924
373_expert.svg,expert,25,Retainer Supplanting His Lord,下剋上,1,1228,185.0,155.0,2.6514250860049384,0.41219039309270095
538_expert.svg,expert,26,,オールセーブチャレンジ,1,795,171.0,96.0,1.0687227686695928,0.38782885560665503
60_expert.svg,expert,26,Composing the Future,悔やむと書いてミライ,1,815,194.0,100.0,2.0036524355301983,1.1650200643873843
509_expert.svg,expert,26,,ライアーダンサー,1,892,170.0,123.0,1.4455273957603838,0.1713698434157888
569_expert.svg,expert,26,,シークレット・シーカー,1,894,180.0,114.0,1.5935768517150883,0.5269685323638683
416_expert.svg,expert,26,limbo,limbo,1,900,199.0,102.0,1.9382132670709256,1.486407999048948
606_expert.svg,expert,26,,スーサイドパレヱド,1,918,176.0,115.0,1.7349053900444802,0.35850368840525015
475_expert.svg,expert,26,We Are Different !!! (or Same),ちがう!!!,1,930,181.0,118.0,1.4570109168861098,0.6820386331477786
595_expert.svg,expert,26,,エンヴィキャットウォーク,1,932,175.0,132.0,1.8264031096909845,0.24333187224733244
78_expert.svg,expert,26,Your Adventure Log Has Vanished!,ぼうけんのしょがきえました！,1,951,176.0,110.0,1.5602447069289034,0.4351491412461791
119_expert.svg,expert,26,World's End Dancehall,ワールズエンド・ダンスホール,1,957,171.0,102.0,2.5956594104342883,-0.3318882385026553
97_expert.svg,expert,26,Awaiting Clear Skies,霽れを待つ,1,974,168.0,114.0,1.4737600955903891,0.06780632517487384
624_expert.svg,expert,26,,チルノのパーフェクトさんすう学園,1,999,179.0,127.0,2.086338898961148,0.34778487622054116
608_expert.svg,expert,26,,星宙メランコリア,1,1004,196.0,123.0,2.227488672534727,1.168552043056222
521_expert.svg,expert,26,,オーバーライド,1,1004,204.0,120.0,2.4955106280309622,1.4862094510755322
99_expert.svg,expert,26,MORE! JUMP! MORE!,モア！ジャンプ！モア！,1,1011,202.0,123.0,2.422053103983701,1.4114504755222772
198_expert.svg,expert,26,Goodbye Declaration,グッバイ宣言,1,1017,170.0,126.0,1.753302564982009,0.026077442326588502
462_expert.svg,expert,26,Red Land Marker,レッドランドマーカー,1,1018,174.0,127.0,1.398858892379292,0.4154540652475487
636_expert.svg,expert,26,,エクスプロウル,1,1024,164.0,124.0,1.7105686861406943,-0.2583205941967312
378_expert.svg,expert,26,SlowDowner,スロウダウナー,1,1054,194.0,143.0,2.29587493794781,1.0431029184666316
302_expert.svg,expert,26,Hurray,フレー,1,1067,168.0,138.0,1.423166534967068,0.08829720775593643
308_expert.svg,expert,26,The peachy key,ももいろの鍵,1,1073,165.0,132.0,1.5946378329210156,-0.1450492968736657
224_expert.svg,expert,26,88☆彡,88☆彡,1,1088,175.0,127.0,2.2667910674788683,0.0637602392664763
185_expert.svg,expert,26,Sick of House!,しっくおぶはうす！,1,1107,170.0,141.0,1.6630249907780654,0.10516661136477773
496_expert.svg,expert,26,Silver Collector,シルバーコレクター,1,1113,180.0,132.0,2.0243125267510433,0.46217766471864646
157_expert.svg,expert,26,Marshmary,マシュマリー,1,1123,182.0,133.0,2.4168149388472386,0.36235025296535545
663_expert.svg,expert,26,,ヴィーナス,1,1124,192.0,133.0,2.4061190849163574,0.8820592169480084
494_expert.svg,expert,26,Poppin' Candy☆Fever!,ポッピンキャンディ☆フィーバー！,1,1140,190.0,128.0,2.6133966867199803,0.6978106613274953
502_expert.svg,expert,26,"Help me, ERINNNNNN!!","Help me, ERINNNNNN!!",1,1168,185.0,145.0,2.0857957108002045,0.5666231825841624
414_expert.svg,expert,26,HERO,HERO,1,1194,190.0,122.0,2.8760430003244988,0.5677616237697113
231_expert.svg,expert,26,Identity,アイデンティティ,1,1196,195.0,156.0,2.082002916267909,1.2326306354317262
